350,00	127,99
351,00	123,25
352,00	122,20
353,00	122,00
354,00	124,57
355,00	121,27
356,00	120,99
357,00	121,35
358,00	123,10
359,00	125,59
360,00	122,61
361,00	118,90
362,00	121,89
363,00	123,01
364,00	122,94
365,00	123,70
366,00	124,84
367,00	124,04
368,00	124,96
369,00	125,23
370,00	125,78
371,00	123,99
372,00	124,18
373,00	121,45
374,00	126,09
375,00	124,22
376,00	128,56
377,00	124,54
378,00	126,86
379,00	125,44
380,00	122,06
381,00	126,94
382,00	125,88
383,00	123,97
384,00	124,00
385,00	126,55
386,00	123,83
387,00	125,03
388,00	126,53
389,00	126,70
390,00	128,02
391,00	125,18
392,00	124,19
393,00	124,05
394,00	125,00
395,00	127,05
396,00	130,00
397,00	125,56
398,00	127,26
399,00	126,00
400,00	127,17
401,00	127,46
402,00	127,01
403,00	123,89
404,00	130,56
405,00	129,04
406,00	125,76
407,00	127,63
408,00	125,96
409,00	124,33
410,00	124,36
411,00	123,99
412,00	125,88
413,00	129,93
414,00	128,07
415,00	126,05
416,00	126,82
417,00	129,18
418,00	126,24
419,00	125,41
420,00	127,86
421,00	125,15
422,00	125,51
423,00	127,23
424,00	125,18
425,00	125,63
426,00	129,19
427,00	129,02
428,00	125,92
429,00	129,22
430,00	126,01
431,00	128,70
432,00	126,14
433,00	122,85
434,00	123,88
435,00	146,04
436,00	146,61
437,00	128,62
438,00	128,52
439,00	124,65
440,00	124,96
441,00	128,84
442,00	127,51
443,00	126,17
444,00	125,70
445,00	127,49
446,00	124,51
447,00	125,90
448,00	126,16
449,00	128,13
450,00	127,99
451,00	127,35
452,00	122,87
453,00	127,91
454,00	124,69
455,00	126,73
456,00	129,17
457,00	126,96
458,00	125,00
459,00	124,51
460,00	123,18
461,00	129,78
462,00	124,66
463,00	125,40
464,00	126,00
465,00	123,32
466,00	126,86
467,00	126,24
468,00	128,28
469,00	129,57
470,00	126,34
471,00	128,00
472,00	130,34
473,00	128,43
474,00	126,96
475,00	128,09
476,00	125,24
477,00	123,89
478,00	125,41
479,00	125,02
480,00	125,71
481,00	125,17
482,00	125,38
483,00	128,11
484,00	127,95
485,00	126,83
486,00	124,99
487,00	123,40
488,00	122,56
489,00	125,71
490,00	126,00
491,00	127,98
492,00	126,32
493,00	124,13
494,00	125,00
495,00	124,34
496,00	124,62
497,00	124,05
498,00	127,97
499,00	129,38
500,00	126,60
501,00	126,63
502,00	126,03
503,00	128,30
504,00	125,46
505,00	124,27
506,00	124,03
507,00	126,30
508,00	125,43
509,00	127,81
510,00	124,00
511,00	124,25
512,00	125,41
513,00	124,73
514,00	126,00
515,00	126,43
516,00	122,13
517,00	125,65
518,00	125,85
519,00	123,83
520,00	124,28
521,00	125,15
522,00	126,60
523,00	122,96
524,00	125,75
525,00	122,48
526,00	125,20
527,00	125,07
528,00	128,03
529,00	124,05
530,00	125,92
531,00	126,66
532,00	127,02
533,00	126,85
534,00	124,00
535,00	124,69
536,00	123,06
537,00	129,25
538,00	125,69
539,00	125,53
540,00	127,65
541,00	124,98
542,00	128,00
543,00	125,03
544,00	123,05
545,00	253,24
546,00	339,13
547,00	168,87
548,00	130,11
549,00	126,71
550,00	127,79
551,00	125,14
552,00	126,88
553,00	125,08
554,00	125,09
555,00	126,65
556,00	123,92
557,00	125,36
558,00	124,25
559,00	125,70
560,00	122,22
561,00	126,08
562,00	123,88
563,00	124,02
564,00	125,45
565,00	125,94
566,00	123,99
567,00	122,84
568,00	124,22
569,00	124,70
570,00	124,38
571,00	130,15
572,00	123,39
573,00	125,71
574,00	126,00
575,00	126,39
576,00	141,78
577,00	142,06
578,00	144,74
579,00	147,02
580,00	133,15
581,00	128,65
582,00	126,19
583,00	124,94
584,00	126,13
585,00	128,84
586,00	124,86
